model,test_row_id,actual,predicted_label,actual_sentiment,predicted_sentiment,score,absolute_score,is_correct,is_error,error_type,clean_word_count,clean_character_length
linear_svm_tfidf,1146,0,0,negative,negative,-2.54333995183506,2.54333995183506,True,False,correct,112,554
linear_svm_tfidf,1147,0,1,negative,positive,0.0098417399542667,0.0098417399542667,False,True,false_positive,80,430
linear_svm_tfidf,1148,1,1,positive,positive,2.2617510765699875,2.2617510765699875,True,False,correct,608,3492
linear_svm_tfidf,1149,1,1,positive,positive,1.2162232865786853,1.2162232865786853,True,False,correct,130,746
linear_svm_tfidf,1150,1,1,positive,positive,1.1317246864514467,1.1317246864514467,True,False,correct,152,840
linear_svm_tfidf,1151,1,1,positive,positive,0.2837148924294128,0.2837148924294128,True,False,correct,130,665
linear_svm_tfidf,1152,1,1,positive,positive,1.919991237146995,1.919991237146995,True,False,correct,262,1436
linear_svm_tfidf,1153,1,1,positive,positive,1.205687022752996,1.205687022752996,True,False,correct,103,562
linear_svm_tfidf,1154,1,1,positive,positive,1.5814155709674549,1.5814155709674549,True,False,correct,128,696
linear_svm_tfidf,1155,0,0,negative,negative,-0.1806490475171994,0.1806490475171994,True,False,correct,128,778
linear_svm_tfidf,1156,1,1,positive,positive,1.2117295918660849,1.2117295918660849,True,False,correct,263,1501
linear_svm_tfidf,1157,1,1,positive,positive,2.747880569196882,2.747880569196882,True,False,correct,136,744
linear_svm_tfidf,1158,1,1,positive,positive,1.051315941289165,1.051315941289165,True,False,correct,200,1059
linear_svm_tfidf,1159,1,1,positive,positive,0.051934473500449,0.051934473500449,True,False,correct,504,2516
linear_svm_tfidf,1160,1,1,positive,positive,1.357760346355736,1.357760346355736,True,False,correct,89,484
linear_svm_tfidf,1161,1,0,positive,negative,-0.034384863402976,0.034384863402976,False,True,false_negative,53,281
linear_svm_tfidf,1162,0,0,negative,negative,-0.0742247657607702,0.0742247657607702,True,False,correct,255,1326
linear_svm_tfidf,1163,0,0,negative,negative,-1.731108385074279,1.731108385074279,True,False,correct,169,889
linear_svm_tfidf,1164,0,0,negative,negative,-1.5736358650758189,1.5736358650758189,True,False,correct,169,875
linear_svm_tfidf,1165,1,1,positive,positive,0.6448664945683121,0.6448664945683121,True,False,correct,54,269
linear_svm_tfidf,1166,1,0,positive,negative,-0.3500442040555611,0.3500442040555611,False,True,false_negative,229,1280
linear_svm_tfidf,1167,1,1,positive,positive,1.637713423541732,1.637713423541732,True,False,correct,120,654
linear_svm_tfidf,1168,0,0,negative,negative,-1.7604712658318904,1.7604712658318904,True,False,correct,87,464
linear_svm_tfidf,1169,0,0,negative,negative,-1.3781720327551714,1.3781720327551714,True,False,correct,139,745
linear_svm_tfidf,1170,1,1,positive,positive,0.9710770682731136,0.9710770682731136,True,False,correct,322,1810
linear_svm_tfidf,1171,1,1,positive,positive,1.389798308200808,1.389798308200808,True,False,correct,243,1415
linear_svm_tfidf,1172,1,1,positive,positive,1.1088018072062364,1.1088018072062364,True,False,correct,154,805
linear_svm_tfidf,1173,0,0,negative,negative,-0.7177201157642561,0.7177201157642561,True,False,correct,166,877
linear_svm_tfidf,1174,1,1,positive,positive,1.4810690205784405,1.4810690205784405,True,False,correct,216,1246
linear_svm_tfidf,1175,1,1,positive,positive,0.7889178692295364,0.7889178692295364,True,False,correct,351,1880
linear_svm_tfidf,1176,1,1,positive,positive,1.789799959360364,1.789799959360364,True,False,correct,252,1301
linear_svm_tfidf,1177,1,1,positive,positive,1.5638107045039635,1.5638107045039635,True,False,correct,46,223
linear_svm_tfidf,1178,0,0,negative,negative,-1.912555133349901,1.912555133349901,True,False,correct,123,688
linear_svm_tfidf,1179,1,1,positive,positive,1.3803585993675909,1.3803585993675909,True,False,correct,143,795
linear_svm_tfidf,1180,0,0,negative,negative,-0.540865317043286,0.540865317043286,True,False,correct,123,678
linear_svm_tfidf,1181,0,1,negative,positive,0.2074103361643816,0.2074103361643816,False,True,false_positive,281,1503
linear_svm_tfidf,1182,1,1,positive,positive,0.2400424888519637,0.2400424888519637,True,False,correct,225,1329
linear_svm_tfidf,1183,1,0,positive,negative,-0.065155618213634,0.065155618213634,False,True,false_negative,190,972
linear_svm_tfidf,1184,1,1,positive,positive,0.7824903455882439,0.7824903455882439,True,False,correct,144,819
linear_svm_tfidf,1185,0,0,negative,negative,-2.0021923591878106,2.0021923591878106,True,False,correct,174,890
linear_svm_tfidf,1186,0,0,negative,negative,-0.8425305610303653,0.8425305610303653,True,False,correct,190,1019
linear_svm_tfidf,1187,0,0,negative,negative,-2.8001398242885607,2.8001398242885607,True,False,correct,201,1134
linear_svm_tfidf,1188,0,0,negative,negative,-1.3357903949146868,1.3357903949146868,True,False,correct,368,1938
linear_svm_tfidf,1189,1,1,positive,positive,0.3670762924933696,0.3670762924933696,True,False,correct,78,413
linear_svm_tfidf,1190,0,0,negative,negative,-0.9298630007768386,0.9298630007768386,True,False,correct,118,659
linear_svm_tfidf,1191,1,1,positive,positive,0.5186072773066018,0.5186072773066018,True,False,correct,342,1822
linear_svm_tfidf,1192,0,0,negative,negative,-2.1249408688715525,2.1249408688715525,True,False,correct,365,2051
linear_svm_tfidf,1193,0,0,negative,negative,-0.9547033792087204,0.9547033792087204,True,False,correct,127,706
linear_svm_tfidf,1194,0,0,negative,negative,-1.9384509761082411,1.9384509761082411,True,False,correct,184,1044
linear_svm_tfidf,1195,0,0,negative,negative,-1.586461387447177,1.586461387447177,True,False,correct,116,604
linear_svm_tfidf,1196,1,0,positive,negative,-0.323118728877847,0.323118728877847,False,True,false_negative,154,853
linear_svm_tfidf,1197,0,0,negative,negative,-2.025763766892408,2.025763766892408,True,False,correct,184,998
linear_svm_tfidf,1198,0,0,negative,negative,-2.5896978139526152,2.5896978139526152,True,False,correct,212,1131
linear_svm_tfidf,1199,1,1,positive,positive,1.7270562747157985,1.7270562747157985,True,False,correct,389,2067
linear_svm_tfidf,1200,1,0,positive,negative,-1.3816076663542296,1.3816076663542296,False,True,false_negative,463,2432
linear_svm_tfidf,1201,1,1,positive,positive,0.7832650182930987,0.7832650182930987,True,False,correct,142,702
linear_svm_tfidf,1202,1,1,positive,positive,1.2529358413749137,1.2529358413749137,True,False,correct,252,1441
linear_svm_tfidf,1203,0,1,negative,positive,0.5511066790080632,0.5511066790080632,False,True,false_positive,73,396
linear_svm_tfidf,1204,1,1,positive,positive,0.3811642043277984,0.3811642043277984,True,False,correct,132,761
linear_svm_tfidf,1205,0,0,negative,negative,-0.7462612678029845,0.7462612678029845,True,False,correct,129,717
linear_svm_tfidf,1206,1,1,positive,positive,0.9563098121567086,0.9563098121567086,True,False,correct,116,674
linear_svm_tfidf,1207,1,1,positive,positive,0.1269716526788264,0.1269716526788264,True,False,correct,127,642
linear_svm_tfidf,1208,0,0,negative,negative,-1.9845757151192405,1.9845757151192405,True,False,correct,157,850
linear_svm_tfidf,1209,0,0,negative,negative,-0.4492551809182586,0.4492551809182586,True,False,correct,96,482
linear_svm_tfidf,1210,1,1,positive,positive,2.1951252730736317,2.1951252730736317,True,False,correct,292,1671
linear_svm_tfidf,1211,0,0,negative,negative,-0.3243113372676803,0.3243113372676803,True,False,correct,49,261
linear_svm_tfidf,1212,0,0,negative,negative,-1.763853735765623,1.763853735765623,True,False,correct,448,2285
linear_svm_tfidf,1213,1,1,positive,positive,0.2951871033942967,0.2951871033942967,True,False,correct,432,2348
linear_svm_tfidf,1214,0,0,negative,negative,-0.7304197565989984,0.7304197565989984,True,False,correct,146,769
linear_svm_tfidf,1215,1,1,positive,positive,1.3029464464467675,1.3029464464467675,True,False,correct,330,1833
linear_svm_tfidf,1216,1,1,positive,positive,1.453258656404324,1.453258656404324,True,False,correct,150,843
linear_svm_tfidf,1217,1,1,positive,positive,1.0615832048599347,1.0615832048599347,True,False,correct,280,1467
linear_svm_tfidf,1218,1,1,positive,positive,1.0940807119204303,1.0940807119204303,True,False,correct,244,1343
linear_svm_tfidf,1219,0,0,negative,negative,-2.49519565525403,2.49519565525403,True,False,correct,145,888
linear_svm_tfidf,1220,0,0,negative,negative,-0.2968837351952171,0.2968837351952171,True,False,correct,55,294
linear_svm_tfidf,1221,0,0,negative,negative,-2.9945794932623246,2.9945794932623246,True,False,correct,281,1508
linear_svm_tfidf,1222,0,0,negative,negative,-2.3865937221003404,2.3865937221003404,True,False,correct,138,762
linear_svm_tfidf,1223,0,0,negative,negative,-3.0555077464272222,3.0555077464272222,True,False,correct,431,2226
linear_svm_tfidf,1224,0,0,negative,negative,-1.8675575824933508,1.8675575824933508,True,False,correct,81,468
linear_svm_tfidf,1225,0,1,negative,positive,0.0917287253389301,0.0917287253389301,False,True,false_positive,125,665
linear_svm_tfidf,1226,0,0,negative,negative,-0.7071027792320481,0.7071027792320481,True,False,correct,473,2540
linear_svm_tfidf,1227,1,1,positive,positive,0.5897780866144596,0.5897780866144596,True,False,correct,173,967
linear_svm_tfidf,1228,1,1,positive,positive,0.8967554127295834,0.8967554127295834,True,False,correct,86,479
linear_svm_tfidf,1229,1,0,positive,negative,-0.0882872926803698,0.0882872926803698,False,True,false_negative,162,882
linear_svm_tfidf,1230,1,1,positive,positive,0.6527074369719216,0.6527074369719216,True,False,correct,433,2484
linear_svm_tfidf,1231,1,1,positive,positive,0.8900182020467018,0.8900182020467018,True,False,correct,211,1130
linear_svm_tfidf,1232,1,1,positive,positive,3.176958571199931,3.176958571199931,True,False,correct,583,3344
linear_svm_tfidf,1233,1,1,positive,positive,0.0551712834967829,0.0551712834967829,True,False,correct,115,641
linear_svm_tfidf,1234,0,0,negative,negative,-0.0036618652876294,0.0036618652876294,True,False,correct,137,742
linear_svm_tfidf,1235,1,1,positive,positive,0.111776711929495,0.111776711929495,True,False,correct,460,2526
linear_svm_tfidf,1236,1,1,positive,positive,0.9739860265189458,0.9739860265189458,True,False,correct,139,752
linear_svm_tfidf,1237,0,1,negative,positive,0.3034674062682481,0.3034674062682481,False,True,false_positive,112,623
linear_svm_tfidf,1238,1,1,positive,positive,1.4782522049500064,1.4782522049500064,True,False,correct,20,102
linear_svm_tfidf,1239,1,0,positive,negative,-0.2261141641088978,0.2261141641088978,False,True,false_negative,142,725
linear_svm_tfidf,1240,0,0,negative,negative,-0.4613571789134427,0.4613571789134427,True,False,correct,45,222
linear_svm_tfidf,1241,0,1,negative,positive,1.7278590903307196,1.7278590903307196,False,True,false_positive,242,1375
linear_svm_tfidf,1242,1,1,positive,positive,0.7519268457651915,0.7519268457651915,True,False,correct,190,1010
linear_svm_tfidf,1243,1,1,positive,positive,0.4409095980906355,0.4409095980906355,True,False,correct,138,712
linear_svm_tfidf,1244,1,1,positive,positive,0.8557170498434733,0.8557170498434733,True,False,correct,261,1427
linear_svm_tfidf,1245,1,1,positive,positive,1.4581468842511316,1.4581468842511316,True,False,correct,176,1060
linear_svm_tfidf,1246,1,1,positive,positive,1.506059214145537,1.506059214145537,True,False,correct,122,662
linear_svm_tfidf,1247,1,1,positive,positive,0.382354237754995,0.382354237754995,True,False,correct,164,801
linear_svm_tfidf,1248,0,0,negative,negative,-1.124721342820874,1.124721342820874,True,False,correct,350,1784
linear_svm_tfidf,1249,1,1,positive,positive,2.540162868682448,2.540162868682448,True,False,correct,480,2591
linear_svm_tfidf,1250,1,1,positive,positive,0.8584049749149271,0.8584049749149271,True,False,correct,136,754
linear_svm_tfidf,1251,1,1,positive,positive,1.3258243084313317,1.3258243084313317,True,False,correct,606,3427
linear_svm_tfidf,1252,0,0,negative,negative,-2.1626851753470078,2.1626851753470078,True,False,correct,492,2636
linear_svm_tfidf,1253,0,0,negative,negative,-1.1773922113816704,1.1773922113816704,True,False,correct,88,471
linear_svm_tfidf,1254,1,1,positive,positive,2.072760706397569,2.072760706397569,True,False,correct,148,843
linear_svm_tfidf,1255,0,0,negative,negative,-1.0597578454431476,1.0597578454431476,True,False,correct,134,686
linear_svm_tfidf,1256,1,1,positive,positive,0.2225741033353108,0.2225741033353108,True,False,correct,191,1034
linear_svm_tfidf,1257,1,1,positive,positive,0.2515662554615548,0.2515662554615548,True,False,correct,187,971
linear_svm_tfidf,1258,0,0,negative,negative,-1.251574308443168,1.251574308443168,True,False,correct,55,325
linear_svm_tfidf,1259,0,0,negative,negative,-0.2390276629554932,0.2390276629554932,True,False,correct,135,709
linear_svm_tfidf,1260,1,1,positive,positive,0.5939790753882804,0.5939790753882804,True,False,correct,128,681
linear_svm_tfidf,1261,0,0,negative,negative,-1.2137326938992636,1.2137326938992636,True,False,correct,97,472
linear_svm_tfidf,1262,1,1,positive,positive,0.8858128106112582,0.8858128106112582,True,False,correct,117,655
linear_svm_tfidf,1263,0,0,negative,negative,-0.6645385461238589,0.6645385461238589,True,False,correct,277,1508
linear_svm_tfidf,1264,0,0,negative,negative,-1.7999683802909614,1.7999683802909614,True,False,correct,504,2711
linear_svm_tfidf,1265,1,1,positive,positive,0.6625296827060223,0.6625296827060223,True,False,correct,320,1726
linear_svm_tfidf,1266,1,1,positive,positive,0.7647425676947274,0.7647425676947274,True,False,correct,107,486
linear_svm_tfidf,1267,0,1,negative,positive,0.2709607201869722,0.2709607201869722,False,True,false_positive,116,595
linear_svm_tfidf,1268,1,1,positive,positive,1.211070324296593,1.211070324296593,True,False,correct,70,398
linear_svm_tfidf,1269,0,0,negative,negative,-1.4595562592332532,1.4595562592332532,True,False,correct,179,937
linear_svm_tfidf,1270,0,0,negative,negative,-0.3553770741377056,0.3553770741377056,True,False,correct,169,914
linear_svm_tfidf,1271,0,0,negative,negative,-0.6004235329763729,0.6004235329763729,True,False,correct,135,737
linear_svm_tfidf,1272,1,1,positive,positive,0.5857177233959814,0.5857177233959814,True,False,correct,133,669
linear_svm_tfidf,1273,0,0,negative,negative,-1.4338318337707487,1.4338318337707487,True,False,correct,352,1931
linear_svm_tfidf,1274,1,1,positive,positive,0.6782872002595132,0.6782872002595132,True,False,correct,117,667
linear_svm_tfidf,1275,1,1,positive,positive,0.7746394852740205,0.7746394852740205,True,False,correct,44,250
linear_svm_tfidf,1276,1,1,positive,positive,0.195947920267488,0.195947920267488,True,False,correct,190,982
linear_svm_tfidf,1277,0,0,negative,negative,-1.5558581284838926,1.5558581284838926,True,False,correct,113,594
linear_svm_tfidf,1278,1,1,positive,positive,0.1442274058742091,0.1442274058742091,True,False,correct,155,769
linear_svm_tfidf,1279,1,1,positive,positive,1.7682134978286426,1.7682134978286426,True,False,correct,540,3129
linear_svm_tfidf,1280,0,0,negative,negative,-1.4421352340713298,1.4421352340713298,True,False,correct,159,949
linear_svm_tfidf,1281,0,0,negative,negative,-0.7048456084370903,0.7048456084370903,True,False,correct,249,1371
linear_svm_tfidf,1282,0,0,negative,negative,-0.7129605205101457,0.7129605205101457,True,False,correct,229,1218
linear_svm_tfidf,1283,1,1,positive,positive,1.020340677921412,1.020340677921412,True,False,correct,105,587
linear_svm_tfidf,1284,0,0,negative,negative,-1.554402360950813,1.554402360950813,True,False,correct,276,1428
linear_svm_tfidf,1285,0,0,negative,negative,-2.987028175021809,2.987028175021809,True,False,correct,108,638
linear_svm_tfidf,1286,0,0,negative,negative,-0.8426204304249967,0.8426204304249967,True,False,correct,144,737
linear_svm_tfidf,1287,1,1,positive,positive,1.0009153483920494,1.0009153483920494,True,False,correct,605,3254
linear_svm_tfidf,1288,0,0,negative,negative,-2.907114770114007,2.907114770114007,True,False,correct,212,1125
linear_svm_tfidf,1289,1,1,positive,positive,0.3977009086536662,0.3977009086536662,True,False,correct,71,393
linear_svm_tfidf,1290,1,1,positive,positive,0.8157298752892667,0.8157298752892667,True,False,correct,138,701
linear_svm_tfidf,1291,1,1,positive,positive,1.51098752812067,1.51098752812067,True,False,correct,365,2095
linear_svm_tfidf,1292,0,1,negative,positive,0.4431503488542937,0.4431503488542937,False,True,false_positive,82,487
linear_svm_tfidf,1293,1,0,positive,negative,-0.094863704212716,0.094863704212716,False,True,false_negative,351,1851
linear_svm_tfidf,1294,1,1,positive,positive,1.088002187112593,1.088002187112593,True,False,correct,207,1082
linear_svm_tfidf,1295,0,0,negative,negative,-1.1231605784443055,1.1231605784443055,True,False,correct,43,227
linear_svm_tfidf,1296,0,0,negative,negative,-2.377586310002104,2.377586310002104,True,False,correct,49,259
linear_svm_tfidf,1297,0,0,negative,negative,-0.1799524582287589,0.1799524582287589,True,False,correct,229,1270
linear_svm_tfidf,1298,0,0,negative,negative,-0.5132524633409298,0.5132524633409298,True,False,correct,186,889
linear_svm_tfidf,1299,0,0,negative,negative,-1.159043738449102,1.159043738449102,True,False,correct,160,875
linear_svm_tfidf,1300,1,1,positive,positive,1.6504298455073692,1.6504298455073692,True,False,correct,116,697
linear_svm_tfidf,1301,0,0,negative,negative,-1.367164906548879,1.367164906548879,True,False,correct,176,929
linear_svm_tfidf,1302,1,1,positive,positive,1.3479947858440846,1.3479947858440846,True,False,correct,638,3618
linear_svm_tfidf,1303,0,0,negative,negative,-0.4364390963971555,0.4364390963971555,True,False,correct,138,749
linear_svm_tfidf,1304,0,1,negative,positive,0.3056175467412827,0.3056175467412827,False,True,false_positive,50,250
linear_svm_tfidf,1305,0,0,negative,negative,-1.4454306936640229,1.4454306936640229,True,False,correct,231,1272
linear_svm_tfidf,1306,0,0,negative,negative,-1.3325746585245202,1.3325746585245202,True,False,correct,131,652
linear_svm_tfidf,1307,0,0,negative,negative,-1.2304862137345045,1.2304862137345045,True,False,correct,283,1591
linear_svm_tfidf,1308,1,0,positive,negative,-0.1416946854157088,0.1416946854157088,False,True,false_negative,42,246
linear_svm_tfidf,1309,0,0,negative,negative,-0.4142562688289847,0.4142562688289847,True,False,correct,93,518
linear_svm_tfidf,1310,0,0,negative,negative,-2.242353403810455,2.242353403810455,True,False,correct,131,709
linear_svm_tfidf,1311,0,0,negative,negative,-0.3324268950487982,0.3324268950487982,True,False,correct,200,1113
linear_svm_tfidf,1312,1,1,positive,positive,0.9088204580220856,0.9088204580220856,True,False,correct,126,693
linear_svm_tfidf,1313,0,0,negative,negative,-2.0482084205794027,2.0482084205794027,True,False,correct,150,783
linear_svm_tfidf,1314,0,0,negative,negative,-2.1312242959590373,2.1312242959590373,True,False,correct,272,1573
linear_svm_tfidf,1315,1,0,positive,negative,-0.5826471611259835,0.5826471611259835,False,True,false_negative,470,2570
linear_svm_tfidf,1316,1,1,positive,positive,0.3231248890533837,0.3231248890533837,True,False,correct,142,772
linear_svm_tfidf,1317,1,1,positive,positive,1.1004373700032846,1.1004373700032846,True,False,correct,96,525
linear_svm_tfidf,1318,0,0,negative,negative,-0.6731024742970473,0.6731024742970473,True,False,correct,113,586
linear_svm_tfidf,1319,0,0,negative,negative,-2.0113951022656744,2.0113951022656744,True,False,correct,84,424
linear_svm_tfidf,1320,1,1,positive,positive,1.118992569303615,1.118992569303615,True,False,correct,291,1675
linear_svm_tfidf,1321,0,0,negative,negative,-1.417519344522545,1.417519344522545,True,False,correct,266,1444
linear_svm_tfidf,1322,0,0,negative,negative,-1.7699868426539958,1.7699868426539958,True,False,correct,142,697
linear_svm_tfidf,1323,1,1,positive,positive,0.5624628540617217,0.5624628540617217,True,False,correct,198,1040
linear_svm_tfidf,1324,0,0,negative,negative,-0.8959580528063265,0.8959580528063265,True,False,correct,97,529
linear_svm_tfidf,1325,0,0,negative,negative,-1.110236588032248,1.110236588032248,True,False,correct,37,202
linear_svm_tfidf,1326,1,1,positive,positive,0.9541592623691096,0.9541592623691096,True,False,correct,163,879
linear_svm_tfidf,1327,0,1,negative,positive,0.4004639006306786,0.4004639006306786,False,True,false_positive,142,760
linear_svm_tfidf,1328,1,1,positive,positive,0.123986177257635,0.123986177257635,True,False,correct,196,1159
linear_svm_tfidf,1329,1,1,positive,positive,0.7600109334905957,0.7600109334905957,True,False,correct,123,630
linear_svm_tfidf,1330,1,1,positive,positive,0.8016805182713085,0.8016805182713085,True,False,correct,168,949
linear_svm_tfidf,1331,1,1,positive,positive,1.512132599310172,1.512132599310172,True,False,correct,181,879
linear_svm_tfidf,1332,0,0,negative,negative,-2.016124476678584,2.016124476678584,True,False,correct,352,1951
linear_svm_tfidf,1333,1,1,positive,positive,1.4000822563448498,1.4000822563448498,True,False,correct,191,967
linear_svm_tfidf,1334,1,1,positive,positive,0.4943749251757602,0.4943749251757602,True,False,correct,139,727
linear_svm_tfidf,1335,0,0,negative,negative,-1.1608203038587823,1.1608203038587823,True,False,correct,328,1598
linear_svm_tfidf,1336,1,0,positive,negative,-0.3900257740373899,0.3900257740373899,False,True,false_negative,64,347
linear_svm_tfidf,1337,1,1,positive,positive,0.9330564515377016,0.9330564515377016,True,False,correct,210,1140
linear_svm_tfidf,1338,0,0,negative,negative,-1.0564657424792974,1.0564657424792974,True,False,correct,492,2605
linear_svm_tfidf,1339,0,0,negative,negative,-1.32704338893113,1.32704338893113,True,False,correct,250,1339
linear_svm_tfidf,1340,0,0,negative,negative,-0.8591203135423531,0.8591203135423531,True,False,correct,278,1542
linear_svm_tfidf,1341,0,0,negative,negative,-2.8804960727390694,2.8804960727390694,True,False,correct,518,2704
linear_svm_tfidf,1342,1,1,positive,positive,1.0901833013196855,1.0901833013196855,True,False,correct,242,1285
linear_svm_tfidf,1343,0,0,negative,negative,-1.57373675524479,1.57373675524479,True,False,correct,49,297
linear_svm_tfidf,1344,1,1,positive,positive,0.097876561234956,0.097876561234956,True,False,correct,144,749
linear_svm_tfidf,1345,1,1,positive,positive,1.6828226664085773,1.6828226664085773,True,False,correct,196,1028
linear_svm_tfidf,1346,1,1,positive,positive,0.9574887383624976,0.9574887383624976,True,False,correct,92,495
linear_svm_tfidf,1347,0,0,negative,negative,-0.2868623074138614,0.2868623074138614,True,False,correct,122,602
linear_svm_tfidf,1348,0,0,negative,negative,-0.163337514333526,0.163337514333526,True,False,correct,211,1055
linear_svm_tfidf,1349,1,1,positive,positive,1.430790682883842,1.430790682883842,True,False,correct,173,920
linear_svm_tfidf,1350,1,1,positive,positive,0.0697961510646167,0.0697961510646167,True,False,correct,109,627
linear_svm_tfidf,1351,1,1,positive,positive,0.418322319358545,0.418322319358545,True,False,correct,60,311
linear_svm_tfidf,1352,1,1,positive,positive,1.41309507326299,1.41309507326299,True,False,correct,273,1464
linear_svm_tfidf,1353,1,1,positive,positive,1.8821840011912885,1.8821840011912885,True,False,correct,396,2315
linear_svm_tfidf,1354,1,1,positive,positive,0.8501073459643659,0.8501073459643659,True,False,correct,118,590
linear_svm_tfidf,1355,1,1,positive,positive,1.0175394784411471,1.0175394784411471,True,False,correct,131,707
linear_svm_tfidf,1356,0,0,negative,negative,-0.7244233775164927,0.7244233775164927,True,False,correct,141,716
linear_svm_tfidf,1357,1,1,positive,positive,0.988989472034118,0.988989472034118,True,False,correct,57,318
linear_svm_tfidf,1358,0,0,negative,negative,-1.8338617926093288,1.8338617926093288,True,False,correct,127,707
linear_svm_tfidf,1359,1,1,positive,positive,0.8122683813453747,0.8122683813453747,True,False,correct,70,349
linear_svm_tfidf,1360,0,1,negative,positive,0.2088803590611173,0.2088803590611173,False,True,false_positive,125,695
linear_svm_tfidf,1361,1,1,positive,positive,1.3890413904052794,1.3890413904052794,True,False,correct,70,332
linear_svm_tfidf,1362,0,0,negative,negative,-0.4081927746626471,0.4081927746626471,True,False,correct,127,663
linear_svm_tfidf,1363,0,1,negative,positive,0.347589702836226,0.347589702836226,False,True,false_positive,189,957
linear_svm_tfidf,1364,0,0,negative,negative,-0.4558363320518428,0.4558363320518428,True,False,correct,88,524
linear_svm_tfidf,1365,0,0,negative,negative,-0.2152597798957176,0.2152597798957176,True,False,correct,127,721
linear_svm_tfidf,1366,1,1,positive,positive,0.7587680266046903,0.7587680266046903,True,False,correct,212,1202
linear_svm_tfidf,1367,1,1,positive,positive,2.7287126029640096,2.7287126029640096,True,False,correct,128,665
linear_svm_tfidf,1368,0,0,negative,negative,-0.9872962651060104,0.9872962651060104,True,False,correct,854,4801
linear_svm_tfidf,1369,1,1,positive,positive,1.0158270534998206,1.0158270534998206,True,False,correct,145,733
linear_svm_tfidf,1370,1,1,positive,positive,0.6535785349855633,0.6535785349855633,True,False,correct,92,469
linear_svm_tfidf,1371,1,1,positive,positive,1.267079577327221,1.267079577327221,True,False,correct,319,1713
linear_svm_tfidf,1372,0,0,negative,negative,-0.7333249878078558,0.7333249878078558,True,False,correct,125,658
linear_svm_tfidf,1373,1,1,positive,positive,0.3258559378020177,0.3258559378020177,True,False,correct,145,778
linear_svm_tfidf,1374,1,1,positive,positive,1.4647554581420728,1.4647554581420728,True,False,correct,128,647
linear_svm_tfidf,1375,0,0,negative,negative,-1.8013690552496398,1.8013690552496398,True,False,correct,180,970
linear_svm_tfidf,1376,1,1,positive,positive,0.0958846343052704,0.0958846343052704,True,False,correct,153,836
linear_svm_tfidf,1377,0,0,negative,negative,-0.7552639938148941,0.7552639938148941,True,False,correct,108,618
linear_svm_tfidf,1378,0,0,negative,negative,-1.8356951508332755,1.8356951508332755,True,False,correct,218,1140
linear_svm_tfidf,1379,0,0,negative,negative,-0.3206612022689835,0.3206612022689835,True,False,correct,176,967
linear_svm_tfidf,1380,0,0,negative,negative,-0.4124092850797484,0.4124092850797484,True,False,correct,273,1328
linear_svm_tfidf,1381,0,0,negative,negative,-1.1715307522869285,1.1715307522869285,True,False,correct,157,829
linear_svm_tfidf,1382,1,1,positive,positive,1.393119489427222,1.393119489427222,True,False,correct,160,808
linear_svm_tfidf,1383,1,1,positive,positive,1.4486780129380366,1.4486780129380366,True,False,correct,1562,8642
linear_svm_tfidf,1384,0,0,negative,negative,-2.3204182017272688,2.3204182017272688,True,False,correct,398,2098
linear_svm_tfidf,1385,1,1,positive,positive,0.0813184613919912,0.0813184613919912,True,False,correct,190,1087
linear_svm_tfidf,1386,0,0,negative,negative,-0.6606283865871692,0.6606283865871692,True,False,correct,51,287
linear_svm_tfidf,1387,0,0,negative,negative,-0.1482741066184288,0.1482741066184288,True,False,correct,159,874
linear_svm_tfidf,1388,1,0,positive,negative,-0.6601476257492348,0.6601476257492348,False,True,false_negative,304,1678
linear_svm_tfidf,1389,0,0,negative,negative,-0.4581870516441525,0.4581870516441525,True,False,correct,111,585
linear_svm_tfidf,1390,0,0,negative,negative,-0.7553201043770065,0.7553201043770065,True,False,correct,200,1208
linear_svm_tfidf,1391,1,1,positive,positive,0.8937342383923192,0.8937342383923192,True,False,correct,152,799
linear_svm_tfidf,1392,0,0,negative,negative,-1.105979391027468,1.105979391027468,True,False,correct,216,1187
linear_svm_tfidf,1393,1,1,positive,positive,2.085825422190149,2.085825422190149,True,False,correct,130,725
linear_svm_tfidf,1394,0,0,negative,negative,-1.947354898547873,1.947354898547873,True,False,correct,109,627
linear_svm_tfidf,1395,1,1,positive,positive,0.804648892628304,0.804648892628304,True,False,correct,153,796
linear_svm_tfidf,1396,1,0,positive,negative,-0.1988190305439956,0.1988190305439956,False,True,false_negative,176,966
linear_svm_tfidf,1397,0,0,negative,negative,-0.8781961754891838,0.8781961754891838,True,False,correct,96,515
linear_svm_tfidf,1398,1,1,positive,positive,1.7474729024711428,1.7474729024711428,True,False,correct,607,3226
linear_svm_tfidf,1399,0,0,negative,negative,-1.2761984556639872,1.2761984556639872,True,False,correct,214,1219
linear_svm_tfidf,1400,1,1,positive,positive,0.9887031303953884,0.9887031303953884,True,False,correct,61,326
linear_svm_tfidf,1401,1,0,positive,negative,-0.281440687856285,0.281440687856285,False,True,false_negative,43,239
linear_svm_tfidf,1402,0,0,negative,negative,-1.1133381276044152,1.1133381276044152,True,False,correct,78,463
linear_svm_tfidf,1403,1,1,positive,positive,0.6834921860612181,0.6834921860612181,True,False,correct,243,1400
linear_svm_tfidf,1404,1,1,positive,positive,0.999539242461788,0.999539242461788,True,False,correct,121,644
linear_svm_tfidf,1405,0,0,negative,negative,-0.8868630543219393,0.8868630543219393,True,False,correct,229,1183
